critic_name,album_name,album_rating,album_description
Beats Per Minute (formerly One Thirty BPM),Bitchitronics,78,"On Bitchitronics, Bitchin Bajas make the journey from unconscious creation to physical expression in a way that few of their electronic peers would understand. Brian Eno and Robert Fripp would approve, I'd imagine."
Beats Per Minute (formerly One Thirty BPM),Supermigration,69,"Even though Supermigration is constructed as a whole, it doesn't always work best in one sitting."
Beats Per Minute (formerly One Thirty BPM),Music for Objects [EP],68,"At the very least instead of sounding like he was curling up into a melancholic hibernating state as on Exercises, here he sounds like he once again wants to fight the boredom and start actively engaging the listener on all levels."
Beats Per Minute (formerly One Thirty BPM),Slow Focus,88,"Though it's hardly labyrinthine--these songs proceed in pretty much a linear fashion, Slow Focus immerses the listener in an aural landscape that offers so much to explore."
Beats Per Minute (formerly One Thirty BPM),White Mountain,75,"It just runs over half an hour, but time slips away when you're inside it, wandering about."
Expert Witness (MSN Music),Beautiful Africa,83,"she recorded her fourth album with Polly Jean Harvey adjutant John Parish, and musically they get results.... But non-Bamanan speakers may well find that her supple vocals are no more engaging should they follow her unremarkable spiritual tribulations in English or French."
Expert Witness (MSN Music),An  Object,91,There's a pleasure on the far edge of song in imagining that two DIY purists are making all these musical noises with their guitar collection and their home studio.
Expert Witness (MSN Music),"The  Worse Things Get, the Harder I Fight, the Harder I Fight, the More I Love You",91,"There are hooks here, folks, and literalism fan that I am, I say they're most effective on the strictly reportorial ""Nearly Midnight, Honolulu"" and the lost-love ""Calling Cards."""
Expert Witness (MSN Music),Run Fast,100,"The riot godmotherrr commands pretty much the same old skinny soprano, only with soft edges that sound tender or thoughtful sometimes."
Expert Witness (MSN Music),I Hate Music,91,"It's only natural that this is less of the same, and that in ""Void"" and ""Staying Home"" early on he's as bummed as a good grunge visionary should be."
Expert Witness (MSN Music),The  Wack Album,83,"Struggling for cred as aging rappers will, they stumble occasionally. Some of these ideas obviously seemed funnier when they brainstormed them."
Expert Witness (MSN Music),Magna Carta Holy Grail,83,"Give it up to the one where Beyonce pledges gangsta devotion and, best of all, the one where the ""billionaire"" (he says) looks back at the betrayals of his own departed head of family with something that feels like dread."
Expert Witness (MSN Music),Pura Vida Conspiracy,100,"Re-examining his past, he imagines a future you can hum in your mind."
Expert Witness (MSN Music),The  Year of No Returning,91,He sets his sacrilegious writ to muscular melodies that get more fetching as they speed up.
Expert Witness (MSN Music),Mature Themes,91,Mature my patootie--and that's a good thing.
Expert Witness (MSN Music),Come Cry with Me,83,"Displaced Canadian ""middle child"" cultivates honky-tonk misery so extreme it dallies with the absurd."
Expert Witness (MSN Music),Child Ballads,83,"Yet subtle fiddle, accordion, pump organ, and especially bass liven up the acoustic guitars just a touch, and both Mitchell's fluting, childlike lead and Hamer's mellower follow avoid purist sanctity as well as modernizing pizzazz."
Expert Witness (MSN Music),Kool Herc: Fertile Crescent [EP],83,"He wants to set his people on the right path and keeps thinking up explicit ways to say so. But none of them have gotten near that goal so far, not even theoretically, as they might if his skills included the ability to rise to actual hits, as opposed to pleasurable musicality, and also to sink to them."
Expert Witness (MSN Music),Acid Rap,91,"Amusing though he and his yelp can be, I like him best when anxiety is a mood rather than a subject."
Expert Witness (MSN Music),Born Sinner,83,"Like Illmatic it eschews pop emoluments, and conceptually it's just as canny."
Expert Witness (MSN Music),Kenny Dennis LP,91,"The narrative matters on this album, and as always, newcomers should hear Dennehy first. But Cohn is one of a kind, and he don't stop."
Expert Witness (MSN Music),Tape Two,91,"You'll soon feel how all those slight musical differentials hoist the group's collective spirit, and how courageously the music's depressive candor strengthens their will to be alive."
Expert Witness (MSN Music),Wilderness,91,"These are so fine you don't mind listening again. And as you do, you start noticing how deftly Brett negotiates lines and stanzas that aren't as blockish as their meter and his voice make you think. And then you listen to this uningratiating music some more."
Expert Witness (MSN Music),Monomania,100,"Consider me converted, at least until Bradford Cox lurches off in yet another direction."
Expert Witness (MSN Music),Modern Vampires of the City,100,"Each verse/chorus/bridge/intro melody, each lyric straight or knotty, each sound effect playful or perverse (or both)Š—•-each is pleasurable in itself and aptly situated in the sturdy songs and tracks, so that the whole signifies without a hint of concept."
Expert Witness (MSN Music),Hokey Fright,100,"The tunes are Dawson's because Ae-Rock doesn't do tunes, but his beats beef up those tunes just like his gruff, clotted flow beefs up her itty-bitty soprano."
Expert Witness (MSN Music),Annie Up,91,A lark evolves into a business proposition as an album of 10 inspired three-minute songs eventuates in an album of 12 expert three-and-a-half-minŠ— ute songs.
Expert Witness (MSN Music),Your Turn,91,"Six songs-with-lyrics, each with its own vocal signature although there's not a proper singer to be heard, and six instrumentals, some straight and some avant and one a loving yet crudely irreverent ""Take Five"" cover, converge toward the same goal: demolishing your musical illusions."
Expert Witness (MSN Music),Chelsea Light Moving,83,"For better or worse, and it's both, this is kind of what you'd figure sort of: a Sonic Youth record dominated by that band's most important member."
Expert Witness (MSN Music),Nanobots,83,"Overlooking the nine subminute snippetsŠ—•-most annoying even at that length, with bows to the nine-second ""Tick"" and the 24-second closerŠ—•-that leaves 16 songs that pretend to be songs, including one A plus, two clear A minuses, and six close enoughs."
Expert Witness (MSN Music),Shaking the Habitual,100,"An exciting, multivalent Dreijer sibling showcase. Karin provides saving shades of humanity by exercising the vocal cords nature gave her. But Olof's imagination, sense of humor, and bent rebop carry the day."
Expert Witness (MSN Music),Dad Country,91,"He's got relationship problems so depressing that he thinks calmly about killing himself. Yet even that doesn't stop him from saying what he has to say in under three minutes, with a catchy tune to help the time pass."
Expert Witness (MSN Music),Wheelhouse,83,"A lot of the time he's trying too hard to say too little or trying too clumsily to say too much, sometimes even with his trusty guitar."
Expert Witness (MSN Music),I Am Not a Human Being II,91,"His posse cuts are finally showing some savor too, albeit not on the vestigial guns 'n' violence ones."
Expert Witness (MSN Music),Rkives,100,"Near as I can hear, all that marks these terrific songs as outtakes etc. is that they're slightly less produced and dramatic."
The Boston Phoenix,Comedown Machine,75,"On Angles, the band tossed a few tunes out that sounded like carbon-copies of their first album, but on Machine they eschew that kind of market compromise in favor of following their strange muse, even if in the end most listeners will have trouble pegging down who it sounds like."
The Boston Phoenix,Strike Gently,50,The results are hit-or-miss.
The Boston Phoenix,The  Chronicles of Marnia,88,"These on-record musings never reveal the off-record Marnie, which is a shame, but the sprawling, chimerical Marnia brings you close enough to be captivating anyhow."
